DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse,DeepLabCut_resnet50_mouse
245.62814258426255,167.04483089130497,0.9627470278542368,212.7232614812288,139.1200177771128,1.0,208.88306142788244,94.50042785464181,0.9967791664681914,235.5149146989739,134.4097096336293,0.9686132347297262
243.72453665034885,170.33197031475748,0.8936619661074466,218.85416627815903,136.45678274287667,0.9337601230114532,206.4591223018716,89.57261847897779,0.913897107135202,233.80167600292413,131.4294609263481,0.9233201523178041
243.8737465390753,163.98707217387658,0.9532645187388666,215.1767588648625,142.50940114920797,1.0,206.9398158616194,95.17635873206228,0.9275384592035019,239.4747201975328,132.3226154637032,0.9812676110393063
244.10536802444858,167.3429042406679,0.9494492527398978,219.23997729707946,140.79073202958813,0.9289630191879292,200.6758462048742,92.76777475327965,0.979485061713938,236.26145295230705,131.65458205221944,0.9279260726151327
243.5329022044056,166.6599924287308,0.9698001069758718,221.82272458520646,136.21232167701575,1.0,201.57177255562442,96.00108082826375,0.9529236513361773,231.6120610589888,133.38680823074264,0.9763651712203606
246.17971679631876,163.65594202386475,1.0,214.3789653767278,142.4120627894175,0.9200875485773633,202.67741280756834,92.18159733658588,0.8931312988044705,232.14543138282,131.05549259587661,0.8745707502341311
246.6004165357532,164.0876987162798,0.9448621937784317,214.56503138488068,141.39871957848766,0.9922827164394692,196.96632632783462,98.43680514630582,0.8996618031620799,235.32797648153124,132.2194536141025,0.9343080351827846
245.98473433960606,161.21950298074745,0.9726617017786963,211.75015886355303,139.484593069052,0.9601746254984926,198.54518869831585,95.72789241117641,0.9411173644108037,231.37140000499085,127.91156994235358,0.8817522209876586
246.38486419570714,158.20729759656103,0.9925040885450818,221.77020289823722,140.62985314744395,1.0,198.6675040882895,96.15517386410296,1.0,229.02010065619274,129.39400954261308,1.0
246.60342726667324,155.799136699791,0.9455414030802565,216.25529203310984,141.68951721432862,0.9913278461144429,192.8204645399587,96.91617515142696,0.9891161268927762,226.9660666381571,126.72050736711238,0.960267707646616
245.88857094563645,158.01946944881732,0.990194210093725,208.71012520553978,136.01870651384738,0.9636247836735887,192.60905238167382,92.67870024307963,1.0,230.0284586903276,127.91104359965946,0.8915343565331826
245.79864954546724,156.55469164048145,0.8517779348138724,214.2132563468561,127.09908123491473,0.9218874753613191,187.228051941891,95.7112964398406,1.0,227.88796278743905,124.83548568811933,0.970226634406201
247.09678251180907,150.70649590112663,0.9744280926647736,211.44723561860826,138.01373371194018,0.8901442130916627,192.90408294007233,96.93451811670387,0.9791949239002351,227.2940089097332,125.54340546439478,0.9814469293698818
249.1098434221873,152.11634337980198,0.9700111942976093,217.42477153003244,133.42595361765362,0.9628561111392383,192.70437643720192,97.26259846835822,1.0,224.28220749725202,120.5371961930754,1.0
246.45406868842974,147.7395426793472,0.8925660515429947,207.92984141612297,130.19677282493782,0.8914559683090024,186.36067697709169,98.19671791384314,0.9772989968051755,226.67184881269162,121.91061940896701,0.848055247652193
246.95099900332104,150.6148524209044,0.9572030818407656,215.70121283814828,138.19079015666267,0.9768729473980006,183.79981338255416,93.97882795775925,0.9660537950344892,229.8419615912274,120.6610911507544,0.9362266779647208
248.1126084834127,149.26977857436452,0.8610119535453655,210.4478123623793,130.03022842806382,1.0,181.6832948076009,87.91104362195111,0.9944422752492843,225.0144029663484,116.81760421471371,0.918885045600994
245.26700481842883,146.8232602066239,0.929130913478724,208.03223139994637,133.9871376479924,0.968510413866526,181.1986315331613,101.15870245098195,0.9649574165272694,224.8086166626942,116.85646709287425,0.9083166935887823
243.92070948725032,141.22593072072286,0.9656605231961516,217.45156782965688,125.8438554897979,0.9897705514974613,179.67511601055818,97.16394860703325,0.87676613938173,221.19627992762088,118.83321140960703,0.9746837724808117
248.01048628332137,143.31822086824963,0.811619032122711,213.77904891517997,129.557213927686,0.9478188047958076,178.86747227778295,93.4299307573391,0.9811537470638914,222.1900800999485,116.55334303650895,1.0
243.11825834681505,141.6640166236141,0.9216003731349522,209.32091580497251,132.3147971409039,0.926981143263558,176.71552583193042,105.74401278963768,0.8942370456350004,220.124110159652,112.98423055648844,0.9253351916041114
244.23035766301888,137.23322132512092,0.9914820697629031,210.39322762805287,129.67322799196816,0.8290963458641976,170.74451134495735,101.29946743529689,1.0,218.1597955187791,114.81815620506951,0.9864701630596034
245.5743440952368,137.44918869785263,0.9820970839762171,213.42624433308862,128.94044886673743,0.9288499581572796,168.42309296379838,102.63977564880257,1.0,218.51906555382854,118.05062481986418,0.9486182059505234
246.06897532818536,136.3053606327671,0.9194991761576928,212.39573333814099,130.12338229989004,0.9169140625388891,171.8861560377113,99.89485298579291,0.9921977721603961,215.83566392008242,114.71274963954771,0.9853047757003353
243.53872769154114,133.72115884619075,0.9224284804556083,205.96982675522455,129.42072862350838,0.9965010138926272,168.50419043241524,103.2680581183289,0.8829526713580805,210.81420902162148,111.2358017703437,0.9572858767591484
242.5069947837997,133.8076914938418,0.9987658100593734,202.64885613695938,134.8446041053846,0.9264372584891709,162.39634624852354,107.87841669359298,0.9636415147102588,212.45734940849871,113.17005719756484,0.9106799534790405
244.8918064128883,132.97346920657242,0.9755902338054354,201.82144025828603,128.7068974022337,0.9416793083110285,164.29713305615354,112.22788356005768,0.92141028327003,212.66036834293965,110.9754464945877,0.9507272419783078
241.9234272213558,133.03502654543718,0.9805038078196261,204.05844279295974,129.9826293262881,1.0,165.20101074584767,103.70133974736031,0.9544349514017961,211.79156384823727,115.32138483266718,1.0
242.86551426344994,127.96507534484593,0.9775159551922306,206.1010827677294,130.758027518695,0.9695882664833034,165.4511111400474,108.59622931608533,0.9628773586378138,211.39474035841414,113.70991857996262,0.9615812015579428
241.75832405294116,129.60654334597686,0.9279541644275527,203.23067312595344,127.85973291494551,0.9171433651907405,166.070936943044,113.56213710809463,0.870018313865571,211.60120389128875,113.21355741305071,0.8645238436651468
240.97809953267415,127.08690257976535,1.0,200.5885797514379,125.98360625233896,0.9448657946052322,162.1510830607023,105.96341779782537,0.9545773962409994,209.78482877972823,109.80569831947523,0.9572854756083934
240.48116867558906,122.59542727535683,0.9882411020677437,208.85818407778982,133.01915592611974,0.9822218092172261,160.6045116198955,108.50964886541504,1.0,207.00796162170047,113.94946549744935,0.985732045540645
240.36475622375616,123.12201375965256,0.9799116922856118,200.6724399716711,128.02859197143223,0.9515858528760791,161.3744456437326,110.5953739345342,0.9297271513653924,205.38559894478377,110.266048861659,1.0
240.0723437639581,121.32895666170735,0.9375522771052561,195.90772635454206,129.67489514181528,0.9523937671045413,157.09694844840368,113.03823346167428,0.9129536969067541,203.25709875720574,106.83546664765967,0.9782779508165839
236.18564836078204,119.82939754343451,0.9878617781957402,201.05733505678955,130.41701110231153,0.9103989638890854,158.0849856634869,108.42091827192586,0.9674223779351311,199.67242896492243,111.15039923220345,0.9336945449377796
238.18980553892717,119.1616849699747,0.9659486699784391,207.92744666632163,125.58101617488674,0.9922278298370122,149.9352403530717,116.32324125395546,0.8640058559623873,200.54571101620263,113.99459349489088,0.9686951299192732
234.78051171771745,120.20635389878511,0.9118679001200818,197.65137203105715,121.83356489856091,1.0,150.09505487223112,114.97929400262029,0.989070308442114,199.74704240707908,109.458373687778,0.8759093153915052
235.93736537330687,120.47235990320824,0.9018154684788866,198.2584560755122,126.89435065206574,0.9707525607245884,153.31563698679923,122.90566151514629,0.9703162286254016,200.81983200020653,109.62980439227344,0.9123183187258637
237.3192406350591,117.83805046672411,0.9864196648591188,205.3229242966814,128.08487974995535,0.8941346956481125,153.13020498306773,119.27307947578296,0.9364405033156621,201.8978496017004,111.45260951919846,0.9439900707337747
233.42720924761448,117.03605111444018,0.965236096845134,198.39048550577064,122.67036615526457,0.9313953225468866,152.5897409613175,121.85286677372765,0.8971732582842075,198.06597890021092,111.27890886501768,1.0
232.3334311499019,114.65620489618443,0.9759905552889565,196.81273772439792,132.05577388090387,0.9755771907779529,149.7854414120512,120.49173912094096,0.9572978971200379,198.70801661918816,110.77335138382405,1.0
229.3097609501312,114.49380232271373,0.8991739407470879,192.39405303667365,127.8975548290028,0.9827049775912842,147.41342729867938,123.78657599490735,0.9614040028462681,193.18149029131288,110.25514369017505,0.961588147520431
230.47441855917236,114.14359737330689,0.8862195772978928,192.82118119157732,131.0417210760976,0.9298638644019805,155.02281953177044,125.73978368381287,0.8799345333808253,196.67063559528745,107.88181566627246,0.888901316960895
228.95017943132927,111.76681714748149,0.9348971192662177,204.4317700399366,124.55846374733304,0.893865742751867,153.4052999459147,132.64751603981426,0.8810767215856773,192.69384302186484,111.53390382247113,1.0
227.16505181819142,112.59573800508456,0.891278142772283,196.86803893440592,132.59890299193378,0.8637733139973987,153.56046704955838,134.07692666884077,0.9702865910009194,191.89858391376612,113.30794017765916,0.8405875848914801
224.09796817454497,109.73928269850833,0.949562310263953,191.2871864651599,130.21858710939895,0.917734065542241,147.45064344127374,127.22158773529083,0.9422392976254778,191.052535455233,111.50121006894541,0.970483474788188
225.65426764614475,112.42891102023187,0.9971590690202519,190.93690994438498,127.5522184103575,0.9295262989133115,143.2243402683681,135.57512421696939,0.9066708035012431,183.1421622602321,113.73708590008142,0.8952393570025816
223.8111070818282,108.13175767777128,0.872608458535067,191.17061499241754,131.03485424116457,0.9262068585557529,147.36753895080065,137.62834963977062,0.9265735512601131,185.3375276039402,110.36781343150541,0.9489691998472374
223.4471987492728,108.57072937497799,0.9444811507200076,190.29187543322166,133.56440106062965,0.9092871637436726,144.8868891764154,136.19231732192068,0.984795474026526,184.49418028824968,110.76774437311599,0.9924304048579218
218.69476385463133,107.10570566928402,0.9464198734778844,191.06806063992153,133.25697950690446,0.9872887326029056,146.8745901749588,137.8968386769888,0.9144291284900137,187.45593753711617,113.64699139176346,0.9514099770447784
221.0673173115049,108.50223709504164,0.9308169823095617,187.84281160710196,132.66052786261443,0.9740886764437777,149.02433098413266,140.10167489822732,0.8839292654202213,186.72665744671838,109.8141010524002,0.8937460647301979
217.28390174374988,106.35957491642804,0.9576662468455723,192.6497530643502,130.2032870743433,0.8945418427711951,141.5970723657176,137.00239881828998,0.876724014198317,185.58957615616336,116.30963816172691,0.9916326683402858
216.89028672900758,104.30727441988157,0.9520253897896417,185.5602940453585,130.27550398847407,0.927833191646199,140.89623684379947,138.66633227383937,1.0,181.1934701849705,114.52317878111332,0.9899076852209042
217.16773330172967,106.72271529661157,0.9462730735247097,196.179583180511,131.6001653961215,0.9476180644248401,140.95513455844565,142.2405663299483,0.9820866005874385,182.59831496098866,117.02858424586935,1.0
212.599103084567,104.80364733212447,0.9803741581671829,192.2092069866527,136.1681697239993,0.943739472618116,143.01029028352522,149.36817537532642,0.8493167538219513,180.06276320559414,116.21215777815073,0.9620329230137535
215.31792457071026,105.04882316578492,0.9704272638890468,195.6500577455395,138.33189912633242,0.9810685830362861,143.19778618396032,155.08802886812484,0.9855737026542633,178.50402382310955,115.54345641802513,0.9397224709215495
210.73754546371524,104.04025915825754,1.0,188.119626413899,130.5432383146833,0.9591255669072578,148.24315161781558,148.42456211297167,0.8861523528469495,177.78324221013298,117.74588335264916,0.8857698668238747
210.2182249725543,101.53260577329898,0.9904650433409187,188.09371786313372,133.16965350624062,0.9889618545380333,149.96271276066696,153.0241216469889,0.8552371017603937,177.81615690897507,117.82436221995954,0.9134609711680659
209.85486530554311,105.2173539022572,0.9087460836549008,188.3848274304456,134.94876063215418,1.0,142.71185967791155,150.70365798543497,0.9384821318558811,175.66092416341488,120.52374966409386,0.927707832312427
206.62078161918382,102.69556268140352,0.9941742911313103,188.46040197482017,132.24275719725892,0.9438298560202623,139.17277479417058,152.52774136503984,0.946202880570457,175.6537553669284,122.22436902678412,1.0
205.5557811894252,104.0309906413037,0.9801380017644283,184.23304620875737,135.49323691057825,0.9464855049889273,139.95898632404578,165.89999991911557,1.0,174.9054906392441,119.57318261318622,0.9343854053048616
204.4752961134383,102.49742294994202,0.9794726526879355,184.4624872229801,136.5269404019774,0.9163657219709015,151.54448609187415,163.44550071804804,0.8071767817274316,173.55618193719417,123.597351116005,0.9752408391750953
204.2481218432771,105.24306296682062,0.9910331999877895,187.9164537193768,133.1354951660363,0.8701500094124038,145.5045562587606,157.0255502464497,0.9467000144037405,174.32265879280146,123.39568819289629,0.9504597297076144
202.11493009672603,102.62380399427683,0.9638909561416085,185.07733362865514,138.35734752428525,0.9127238548785366,146.04329772707274,155.3310359777272,0.990771858039988,172.03819027018238,120.39036849525698,0.961192056263711
200.71996907420046,103.03366194355684,0.9636791297800019,178.41389573116427,136.8512728612815,0.9166969959467601,140.73525010666177,162.45237142929335,0.9093250862565037,173.0857513830971,126.384957763919,0.955489068547493
199.2226849021477,102.8930935810907,0.9233193895796766,184.19935438009608,135.06560516861447,0.8369749194854391,141.78460541916186,164.21786801330003,0.9466833142489386,171.74495273536172,123.47147774052813,0.9135602675804173
199.17943628331338,104.27878895627282,0.9522526782136246,182.50895523181376,134.20488815390001,0.9965776572226613,144.21000468846677,163.19606881265995,0.9153282495849128,168.8793277685174,127.530839386454,0.9197849495766652
194.59982130451186,103.86177008779232,0.9559194298432611,187.53946556204824,142.28189045661978,0.8564640508975636,149.50449754296207,168.27586536575174,1.0,166.98077162736533,125.41484038921054,0.9219985831587806
194.084807643146,102.01979158188297,0.8311646346853344,184.08248533352815,135.49083320102102,0.9424153135962157,148.42905818610913,176.12276698594545,0.8275886177650881,166.75655217074433,128.06071512096312,0.9168306448721961
189.96143126481894,103.85121687661368,0.8689836879581729,180.71794682778344,139.47704905378816,0.9684914435548535,145.32492919143155,178.32937569815397,0.9383196910661316,168.2957918134589,129.87045241344453,0.9401059147524112
190.73974550734687,103.37295486966309,0.8590173496224299,183.4345173565839,138.3035232013437,0.9673380242236247,150.3973319029074,171.0774540112347,0.9268649273188839,166.0246077069179,131.4221657896712,1.0
191.60250589405885,107.28166836344646,0.9032405506008121,182.81717370319583,141.8870413610962,0.9247929592539897,145.77524219872743,173.48386237828032,0.9111046421255923,165.2355657865227,132.79314130684097,0.9067066454172398
187.74112136188646,105.05908131704595,1.0,181.687883531482,148.0813449459191,0.9533513432797291,147.74184182005405,177.21785298465366,0.9468967736641986,163.867390672598,130.33613332859449,0.9775701270132587
185.78085139256055,106.34186841275245,0.9491141640141361,182.62221270552052,148.70215818948824,0.9377148424166404,149.2288155150818,172.94306258674104,0.7350761978658977,166.04428937917507,134.73313148085748,0.9355820792137969
187.17419595865076,106.52818665576844,1.0,183.3540423375072,142.29141436061047,0.9503323145726018,151.8495250211304,175.58189423422573,0.9775582128840603,163.98502125029196,130.9052655787077,0.8653279701010831
184.15983489427282,107.02863790805613,0.9263682776660113,179.1785704233161,141.68964971800045,0.9622916827354016,153.59338606763848,182.22602482993088,1.0,161.67025798936388,136.0522296056516,0.9426385024146549
183.86692354908294,104.73387236842788,1.0,174.602216973308,147.7459260860172,0.9199839677895953,157.23887093510217,184.34985851944967,0.9542366366882971,164.9908456640169,137.18097205756962,0.9407405562829309
181.8962872945478,104.44225442317453,0.8852598076078072,182.99494392829237,144.95932189144344,0.8785809547050215,157.07641173876146,184.30309699516246,0.9454248706660066,161.0087243657662,137.2087383250912,0.9944705940608443
180.99358024494086,107.21479753760164,0.944588344124896,185.79893018975702,147.28033962279926,0.8680773049179036,154.58354915727622,185.24649251056798,1.0,161.1902786546062,140.1954007578634,0.8447236475795497
177.22029514707225,109.0006803375571,0.9272010131448565,185.97940083912343,146.0659584468138,0.9034973268102682,154.67131608496408,188.13718078362885,0.9741095658159205,163.96730495927753,140.629896345308,0.9252758385845413
178.15467286736873,109.71869429333269,0.9968215219912102,179.32848684778617,149.26606302163026,0.9566047476555009,161.67415154337988,185.77787364445973,1.0,164.41999496093612,142.5741401633712,0.8656045701107496
177.1717652705894,110.28438869941009,1.0,180.56468437651205,148.78410507948428,0.9735478727614836,166.2111737510675,186.23148034182677,0.981526581568086,163.81678852511786,143.45262674259607,1.0
175.63890605056966,110.78676472344391,0.956695904258351,179.64842627010356,145.19329858999285,0.9037787268093351,165.53828623992007,190.10399749680332,0.9339595819891257,163.71202445756913,144.04952499810392,0.8998096836629967
172.71915977517452,112.07713937118164,1.0,178.2952574049615,138.77877891874192,0.8839215706522168,164.04521939485466,188.6501067139902,0.89008336039599,161.12934439002706,143.2874042160059,0.9255223742489668
172.66596970325125,112.19852429270139,1.0,182.28186887370745,147.67667909546242,0.9445902821103663,165.53153457103048,192.67085269689366,0.9322189443483526,159.55519792059656,145.73400006846123,0.9392407376099058
172.78200260129594,114.94453641470416,0.8932493803679353,181.78859438754455,146.79968474000347,0.9952385197029321,171.02980807606957,193.64957192058455,0.9154687013630636,160.91726602340054,143.21325510545114,0.9741458330466042
167.37142334966603,113.89207511761069,0.9209924526641683,173.07220572519708,154.57157822680688,0.9408519790253553,167.89012964769887,191.73408188411867,1.0,158.2026066014736,147.85972222469525,0.8668481478826701
168.43094915120332,114.3213817874366,0.9056068530354424,174.9707641209374,152.8959252369349,0.8411910657864163,166.94643994473637,194.96286478335315,0.8993391484812977,161.8512687014069,150.45566049495517,0.9672573262928833
170.33451715420898,116.1001353211042,1.0,175.70993413648173,149.13598214151727,0.9372810459738492,166.05350514604618,196.15809897571256,0.9830070642081151,162.97425271508817,152.1705673877156,1.0
166.4945089023317,117.78553254539814,0.8949654693003678,185.0977523468342,153.9705053510996,0.9179519942560284,172.58120392660314,199.1480292067,0.9702750588730914,160.92246685065103,152.89745181085766,0.9593834732206142
164.93567206638616,117.31065855236706,0.8782332419804593,183.55215305944685,154.01740848669203,1.0,172.71245784882677,198.60417349627613,0.9555885694146381,161.70459961534795,152.13974967777114,0.9560362586968049
164.8640290399163,120.84659961596209,1.0,177.62295642339046,150.27476634071135,0.9487638804892576,176.44474521076472,196.5934153224571,0.9208492328603429,163.92895547371222,157.47156561992182,0.9131298733767492
166.13157800724892,122.45043728552258,0.9378465533144639,181.47402590839062,153.22417986521808,1.0,175.38915948017728,205.59423897251204,0.9397924635909398,163.88322021942417,159.47497617099089,1.0
163.99365954121512,124.87143084389288,0.9159782517198075,173.24238880872235,151.93400798215197,0.918804419394418,175.30109409200955,205.33670488184512,0.9351549779803155,157.39303284067648,157.92055971146837,0.9556202769478754
161.62895176172452,122.17562456239477,0.9835351544579631,175.7868107498005,157.8861962364823,0.8613280027754562,176.4288550228786,198.68486761470785,0.9635488483513982,164.07234954234053,156.86764759921212,0.9748504674927163
162.36848909786843,123.55245814452518,0.9334820414180266,174.89251614143015,154.45051060012722,0.9701402246728743,178.2732693783558,200.5880682713613,0.9515105214091901,163.1668180980291,157.95210126072283,1.0
160.49809716992206,125.50193234200339,0.9675129950018396,177.74863979891163,156.60138681337554,0.882567958338899,182.18919432907038,208.82973873571578,0.9358740025955284,163.10103297830622,163.33366489551855,1.0
156.7976655141157,126.92714967811592,0.9596467239929781,183.12475275799582,152.25586376000157,0.952073889243947,183.842852084166,197.84538275277083,0.9243673798934672,164.7713519216087,163.43959177864943,0.9806367205754304
158.48619321423604,128.0306989837591,0.8420865017214569,181.05544915486408,161.3071235979293,0.9343891194764038,188.22935680134609,200.39152699022029,1.0,163.57500698293055,164.70760408810588,0.9919797561484995
157.68849341691723,127.2314762163236,0.9005963876963817,182.88224466796802,155.29307745316615,0.9606492907698466,193.10642590553485,207.91288242764693,0.8592894299832636,160.745086648371,161.0831157158779,0.9025373503318289
155.97744586806985,130.13420838041347,0.9619005943248972,184.3348226017209,159.0359607580782,0.8910301172921429,192.06723452576088,205.89061091019383,0.9373923779924077,163.78074064861113,164.59587657930024,1.0
159.21360358763502,130.7762119383852,0.9818639822797717,183.9803530716776,159.56804966821696,0.9455428276198327,189.82855098536996,204.97077408704007,0.9319124437502089,163.4782870538548,168.59997699518203,1.0
156.72554313597402,132.91813894578655,1.0,179.10796674404756,156.3977445807345,0.9370937719266934,188.35287125046224,201.88595875748703,0.9444686787864705,164.93822090343346,168.5372240126742,0.9301778452785461
155.2560990550003,134.67110432528577,0.9796533953111961,182.75595205093435,161.09571377722912,1.0,189.9548802101643,207.9307070122303,1.0,164.62528436918493,168.6327561594668,0.9548274372993992
154.45181637479277,135.20204873497488,0.9829392188882303,186.07800578619856,162.23537845099952,0.8825373243480654,199.4274386238729,204.56634780502077,0.9449584247867809,171.39677085097168,168.78994899749154,0.9310446344929086
154.74393592864692,134.87207742727702,0.9387863495246036,188.34791915771572,162.2676136680335,0.8986826394434895,197.16924299590502,203.72635533402433,0.9606511693185417,164.93911225220393,170.4495329491039,1.0
153.48300829270414,136.9841382130489,0.9381124017043945,181.1032595280206,165.49477457061667,0.9514204759000738,203.2299746109155,207.13345834432872,0.9595919903259927,168.3383613978808,169.34917834658702,1.0
154.7459731260053,139.8807174882046,0.9202028723012532,178.970119795727,157.74376806979404,0.8928386925753873,204.06906760902464,204.65215408163664,0.8842912257614696,171.14028427655083,172.1683593117198,0.9887830688421005
154.12548038954958,142.56113440292953,0.8913379305411641,186.00959189227046,161.81017263959987,0.9234740256210678,199.10891620246815,204.28959345902422,0.9447940181980202,171.132444180598,177.92734748017662,0.9566380074629718
152.24407842493974,145.58875275415264,0.9842887997334673,182.2894200515127,158.43901816792277,0.9088322145074075,203.05457350361732,206.86749180246588,0.899874228072642,165.97442508233192,176.82651572023616,1.0
155.24582191210445,145.14087718250525,0.9326223912488008,184.01451476660029,164.02852108066656,0.9032686990447353,212.36993044360042,211.3264105385295,0.9383583605763663,170.96907806498106,176.3676805017598,0.959730986763334
152.22183256785755,147.00193260243137,0.9923594366832114,185.80649403199973,164.06914502159134,0.9584410730243161,202.8219928611843,204.1423538814622,0.9692700020333271,170.6672421911976,176.29315257745617,1.0
156.34744540696758,147.9353905829225,0.9524718437457999,186.60368396622982,163.95691639279616,0.8269928768638932,212.14188927013598,205.1424091303887,0.9464017144239351,174.60711948974802,177.35488931793282,0.9310031263837825
152.93940394532098,147.6102611439908,0.9511963353085455,183.08816344353437,169.6625486810408,0.9893541829181762,211.42637580018427,205.9917348061519,1.0,172.13077786671352,177.5169217780313,0.9433989893661646
149.25413272549795,150.81050285353305,0.8577446844264754,189.91992466338618,166.1972766989378,0.9115888911830689,216.32780860532034,203.78447037652055,0.8878535744082886,174.0324027657469,176.534910162251,0.9855544786569992
150.8022960389546,148.7785421108983,0.9369354157574277,190.02134533728145,170.6268921939485,0.7896023912307455,221.4368764961544,205.28362403479647,0.9169779897210231,177.3290873123697,179.8788290168511,0.9506562961289248
151.578560839444,154.43585553744396,0.8939777173162051,187.8434506037128,165.7852515493016,1.0,218.20248944924083,207.04774567687937,0.9222123732827642,174.79818910859848,177.21163793676178,1.0
155.89606856085018,156.49433873747924,0.9425799399338197,186.42134845987715,163.17647607039638,0.9894945019731936,218.97446980033982,205.6834606657834,0.8621569051586214,172.96569051625576,179.21225910394566,1.0
154.98826384442665,157.84814058462197,0.9487825084250285,190.31269959138766,170.31842561364994,0.9176369993325411,224.86011107031547,209.11640902093254,0.9315057994083342,178.2644509882207,180.05645234186971,0.9469031935927756
151.63675942536548,156.57382592726242,1.0,185.68041860634625,164.97949184214053,0.885185041514182,221.3802224579167,196.40677194433368,0.9468979121477853,179.6057720699859,181.65288155877482,0.8301085118961101
156.38092884214686,158.27137007260984,1.0,190.1955867656326,167.2136435399123,1.0,222.19543699992818,203.85136001856614,0.9370537701441227,176.48986413238828,187.463940385448,0.9729287104233071
154.89704506578056,159.31469981255012,0.8296797788821897,193.9644678946906,173.55417423614065,0.9752750190225228,230.08568096651442,200.06806564071886,0.897686116632457,182.4864032248281,183.30157630659016,1.0
152.3880129510774,163.44882188810325,0.8950928183224212,186.47452643744552,165.00150632687075,0.9173436414109482,230.18915501069768,202.74826162145166,1.0,183.72741336844228,183.20638114441138,1.0
155.1428168555155,164.41207600615715,1.0,190.9635418417743,170.3456027603413,0.935918634243471,226.15409324089694,194.01808083634,0.9419776154854775,182.18827198425444,186.03019713453793,0.8923678301880017
154.11685442920913,165.14117670391764,0.9444723467619427,190.03932211667345,168.28837621831158,0.9805270319675107,234.77280427537892,198.22870706126878,0.940967482992741,182.67802236926383,185.46362517771428,0.8815257993322074
